Day;DateReported;LastContactDaySimulation;LastContactDay;EventDate;IdCase;IdPerson;Intensity;TypeOfContact;IdPlace;CaseFam;CaseFirstName;CaseLastName;CaseSex;CaseOccupation;CaseAge;CaseDateOfBirth;CaseMaritalState;CasePhone1;CasePhone1Type;CasePhone2;CasePhone2Type;CaseEMail;CaseIdPlace;CaseIdLGAGeo;CaseState;CaseStateShort;CaseLGA;CaseLGAShort;CaseIdLGA;CaseIdPlaceLGA;CaseLon;CaseLat;CaseLocality;CaseStreet;CaseTypeOfPlace;Fam;FirstName;LastName;Sex;Occupation;Age;DateOfBirth;MaritalState;Phone1;Phone1Type;Phone2;Phone2Type;EMail;IdPlace;IdLGAGeo;State;StateShort;LGA;LGAShort;IdLGA;IdPlaceLGA;Lon;Lat;Locality;Street;TypeOfPlace;EventIdLGAGeo;EventState;EventStateShort;EventLGA;EventLGAShort;EventIdLGA;EventIdPlaceLGA;EventLon;EventLat;EventLocality;EventStreet;EventTypeOfPlace;EventPlaceName;IdUser
10;2015-06-10;0;8;2015-06-08;3308;3309;4;slept, ate, or spent time in the same household or room as the case;4666;364;Innocent ;Yakubu;male;patent agent;63;1951-09-14;married (and not separated);+234-805-4783376;mobile;;;i.yakubu@sormas-n.ng;4667;65;Oyo;OY;Kajola;KEH;12;267;8.00287878062468;3.3546734532028735;Agunyansuneja;Gregory Mbah Street;Home;80;Chioma;Offoin;female;registrar;30;1984-09-11;living common law;0809-8257790;mobile;038-6023152;landline;chioma.offoin@sormas-n.ng;4668;65;Oyo;OY;Kajola;KEH;12;268;8.068221084848274;3.444556010643466;Olose;Ozoilo Street;Home;65;Oyo;OY;Kajola;KEH;12;266;7.944659607312659;3.4211368227205146;Egbebi;Sokunbi Street;Home;;SUO-OY-KEH-1
10;2015-06-10;1;8;2015-06-08;228;47;4;slept, ate, or spent time in the same household or room as the case;233;7;Eunika;Adenihun;female;apprentice;15;1999-10-18;single (not living common law);0805-3919349;mobile;;;eunika.adenihun@sormas-n.ng;313;735;Kano;KN;Albasu;ABS;1;313;11.66245691949998;8.976058293968542;Hausawa Dumo;Chris Enendu Crescent;Home;321;Chiapali;Iyorhe;female;school pupil;13;2001-11-06;single (not living common law);+234-64-4541835;landline;+234-705-6383873;mobile;chiapali.iyorhe@sormas-n.ng;185;735;Kano;KN;Albasu;ABS;1;185;11.69343155474704;9.097766105279524;Ungwan Kuka;Odumade Close;Home;735;Kano;KN;Albasu;ABS;1;233;11.678763044891568;8.989872739077745;Sayasaya;Taraba Crescent;Hospital;Hausawa Health Post;SUO-KN-ABS-1
10;2015-06-10;1;8;2015-06-08;2983;3048;5;;4290;796;Chibuzoa;Fidelis;female;student;20;1995-01-02;single (not living common law);+234-818-8783051;mobile;+234-38-6825963;landline;c.fidelis@sormas.org;4297;143;Oyo;OY;Atiba;FMT;11;297;8.009801583292528;3.929934889875711;Abodere Oridokun;Dr Ugo Wudo Rd;Home;293;Ayotide;Ojomoh;female;animal technician;30;1984-11-23;widowed (not living common law);+234-38-6108294;landline;+234-38-5911330;landline;ayotide.ojomoh@ebokon.ng;4292;143;Oyo;OY;Atiba;FMT;11;292;8.051851057175515;3.9454616310550605;Awon;Attahiru road;Home;143;Oyo;OY;Atiba;FMT;11;290;8.402387538809016;4.026972592509107;Laguna;Park Road;Hospital;Maxihealth Medical Centre;SUO-OY-FMT-1
10;2015-06-10;1;8;2015-06-08;3284;3178;2;had direct physical contact with the body of the case (alive or dead);4470;489;Ogaden;Iroha;female;soldier;24;1991-02-01;living common law;+234-38-1334824;landline;+234-38-9354965;landline;ogaden.iroha@ebokon.ng;4677;65;Oyo;OY;Kajola;KEH;12;277;8.194554936131691;3.318132859099939;Illua;Otuniyo Street;Home;565;Obehi;Baruwa;male;boatman or -woman (bargee);27;1988-02-28;single (not living common law);0703-8844062;mobile;+234-703-2779091;mobile;obehi.baruwa@ebokon.net;4409;65;Oyo;OY;Kajola;KEH;12;9;8.00543176029051;3.3700113470413524;Isemi;Samuel Manuwa Street;Home;65;Oyo;OY;Kajola;KEH;12;70;8.020032675310514;3.3718534874260966;Kolajo;Ugwueme Street;Hospital;Hargagi Primary Health Centre;SUO-OY-KEH-1
10;2015-06-10;1;8;2015-06-08;4032;3968;1;touched the body fluids of the case (blood, vomit, saliva, urine, feces);5630;348;Olubowale;Oresanya;male;retoucher;49;1965-12-11;married (and not separated);0809-5482972;mobile;038-3417460;landline;olubowale.oresanya@sormas-n.edu;5935;466;Oyo;OY;Ibarapa East;RUW;15;335;7.567203279324959;3.551093473700904;Abule Ogunremi;Owie lane;Home;459;Dele;Ogbu;female;glazier;24;1990-10-11;married (and not separated);+234-708-8740794;mobile;;;dele.ogbu@snft.net;5755;466;Oyo;OY;Ibarapa East;RUW;15;155;7.655878405587536;3.5992210125786372;Oko;Neni Street;Home;466;Oyo;OY;Ibarapa East;RUW;15;30;7.666122968298601;3.586322824866112;Ajana Iberekodo;Mani Close;Place of Worship;New Christian Church Of God;SUO-OY-RUW-1
10;2015-06-10;2;9;2015-06-09;648;537;4;slept, ate, or spent time in the same household or room as the case;902;406;Ekom;Azeez;female;physician;27;1987-03-09;single (not living common law);+234-64-4303114;landline;+234-64-290025;landline;ekom.azeez@ebokon.ng;861;268;Kano;KN;Gwarzo;GRZ;3;61;11.886985163789074;7.933892995087252;Dogami;Babs Ladipo Street;Home;300;Efemena;Ekpuk;female;school pupil;17;1997-06-28;widowed (not living common law);+234-64-8161675;landline;;;e.ekpuk@sormas-n.edu;470;296;Kano;KN;Dawakin Tofa;DTF;2;70;12.196560477773087;8.344163577641996;Sabon Gari Bagadawa;Teacher Avenue;Home;268;Kano;KN;Gwarzo;GRZ;3;102;11.843684866224375;7.9922969712517835;Kutama;Ipaja Road;Hospital;Kadafa Health Post;SUO-KN-GRZ-1
10;2015-06-10;2;9;2015-06-09;4107;4108;1;touched the body fluids of the case (blood, vomit, saliva, urine, feces);5821;105;Olafimihan;Obleajula;male;rail transport worker;40;1974-09-27;married (and not separated);038-5589146;landline;;;olafimihan.obleajula@sormas.org;5745;466;Oyo;OY;Ibarapa East;RUW;15;145;7.438982089000101;3.53372753722911;Olawuwo;Kadiri Street;Home;740;Asuquo;Musa;male;dietician;51;1963-06-20;married (and not separated);0818-9090311;mobile;038-4479626;landline;asuquo.musa@sormas-n.ng;5822;466;Oyo;OY;Ibarapa East;RUW;15;222;7.534705819929233;3.5083165012128332;Adisa;Ideani Street;Home;466;Oyo;OY;Ibarapa East;RUW;15;221;7.450755155696928;3.504294946941992;Ade Agbo;Charles Leme Street;Hospital;Butur Dispensary;SUO-OY-RUW-1
10;2015-06-10;3;9;2015-06-09;215;216;2;had direct physical contact with the body of the case (alive or dead);294;530;Uju;Gyasi;female;operator in the tobacco industry;55;1959-05-06;single (not living common law);+234-802-6109111;mobile;;;uju.gyasi@sormas-n.ng;294;735;Kano;KN;Albasu;ABS;1;294;11.641517717742577;9.144313045668017;Kogin Huguma;Sumola Street;Home;240;Abiakam;Kerry;male;hand lacemaker;56;1958-10-08;separated (not living common law);0809-9840334;mobile;;;a.kerry@ebokon.com;9;735;Kano;KN;Albasu;ABS;1;9;11.667035949809001;9.10635812537598;Achika;Uyi Lane;Home;735;Kano;KN;Albasu;ABS;1;294;11.641517717742577;9.144313045668017;Kogin Huguma;Sumola Street;Home;;SUO-KN-ABS-1
10;2015-06-10;3;9;2015-06-09;1321;1269;2;had direct physical contact with the body of the case (alive or dead);1914;697;Ogoma;Edoheart;female;school pupil;12;2003-11-04;single (not living common law);+234-705-3116605;mobile;064-3979167;landline;ogoma.edoheart@snft.edu;1832;764;Kano;KN;Kiru;KKU;5;232;11.636722721301041;8.019999798217965;Sarkin Noma Mara;Thomas Ejele Close;Home;558;Esomchi;Sadiq;female;school pupil;13;2001-06-12;single (not living common law);+234-706-3365798;mobile;;;esomchi.sadiq@sormas.ng;1707;764;Kano;KN;Kiru;KKU;5;107;11.51660807125589;8.033479238763498;Yola;Oke Awanu Street;Home;764;Kano;KN;Kiru;KKU;5;314;11.648310090510874;8.179791318832033;Gwarmai;Felix Okolo Street;Hospital;Bauda Health Post;SUO-KN-KKU-1
10;2015-06-10;5;10;2015-06-10;2296;2407;4;slept, ate, or spent time in the same household or room as the case;3311;140;Chukwudi;Ameh;male;sales manager;58;1956-07-24;single (not living common law);0809-4722162;mobile;+234-813-5954153;mobile;chukwudi.ameh@sormas-n.ng;3230;621;Oyo;OY;Ibadan North East;AGG;9;30;7.35050026285036;3.9388733667766544;Madeko;Odutayo Street;Home;643;Faderera;Bali;female;office junior;29;1986-04-22;separated (not living common law);0703-9773252;mobile;;;faderera.bali@sormas.ng;3390;621;Oyo;OY;Ibadan North East;AGG;9;190;7.370932953438419;3.9214695366291226;Olunloyo;Nnamani Drive;Home;621;Oyo;OY;Ibadan North East;AGG;9;111;7.352064860983924;3.9493166136242115;Olunloyo;Nosakhare Street;Home;;COO-OY-AGG-1
11;2015-06-11;0;8;2015-06-08;205;204;3;touched or shared the linens, clothes, or dishes of the case;281;703;Obiora;Obasanjo;male;rail vehicle mechanic;61;1954-10-04;separated (not living common law);+234-806-9729385;mobile;0705-7726426;mobile;obiora.obasanjo@sormas.ng;282;735;Kano;KN;Albasu;ABS;1;282;11.713258253606224;9.129138103731849;Daho;Sir Charles Ozoude Street;Home;634;Akinola;Dilomprizulike;male;scene painter;27;1987-11-08;separated (not living common law);0801-2999305;mobile;0708-2985636;mobile;a.dilomprizulike@snft.ng;281;735;Kano;KN;Albasu;ABS;1;281;11.642645931260212;8.947526511353761;Tsangaya;Godwin Ekuma Street;Home;735;Kano;KN;Albasu;ABS;1;281;11.642645931260212;8.947526511353761;Tsangaya;Godwin Ekuma Street;Home;;SUO-KN-ABS-1
11;2015-06-11;0;8;2015-06-08;410;348;5;;481;443;Udensi;Akilu;male;sales assistant (salesperson);43;1971-10-18;married (and not separated);0813-5573998;mobile;;;udensi.akilu@sormas.ng;407;296;Kano;KN;Dawakin Tofa;DTF;2;7;12.136314938759767;8.379222244216926;Miltara;Rasak Okoya Close;Home;702;Adaze;Guda;male;building electrician;22;1992-11-17;widowed (not living common law);064-9859579;landline;;;adaze.guda@sormas.net;652;296;Kano;KN;Dawakin Tofa;DTF;2;252;12.135534633145024;8.2953526823049;Malori Faragona;Akubueze Street;Home;296;Kano;KN;Dawakin Tofa;DTF;2;81;12.165735493061593;8.441591234764115;Rafin Mallam;Orodu Lane;Hospital;Yakasai Health Post;SUO-KN-DTF-1
11;2015-06-11;0;8;2015-06-08;552;500;1;touched the body fluids of the case (blood, vomit, saliva, urine, feces);686;461;Ebiwumi;Mmoh;female;school pupil;13;2002-09-05;single (not living common law);064-9536317;landline;;;e.mmoh@sormas.ng;766;296;Kano;KN;Dawakin Tofa;DTF;2;366;12.074852044047933;8.343599288992989;Yaratu;Universal road;Home;627;Obiora;Esin;male;operational analyst or researcher;30;1985-04-17;single (not living common law);064-896923;landline;+234-805-3436400;mobile;obiora.esin@ebokon.net;643;296;Kano;KN;Dawakin Tofa;DTF;2;243;12.152096375107249;8.368149852073556;Tatarawa;Adams Lawal Crescent;Home;296;Kano;KN;Dawakin Tofa;DTF;2;286;12.098753695872059;8.418777742304226;Yakasai;Nnewi Lane;Hospital;Dawanau Primary Health Centre;COO-KN-DTF-1
11;2015-06-11;0;8;2015-06-08;1054;995;5;;1388;198;Jomiloju;Isola;male;pilot[aircraft];44;1970-06-10;married (and not separated);0703-1820194;mobile;0708-1427831;mobile;jomiloju.isola@snft.ng;1279;766;Kano;KN;Kumbotso;KBT;4;79;11.9333451652559;8.536337715258249;Dan Maryama;Umueze Street;Home;730;Efemena;Chidozie;female;municipal services worker (communal service worker);23;1991-06-12;single (not living common law);+234-64-8387789;landline;+234-64-3388362;landline;efemena.chidozie@sormas-n.com;1388;766;Kano;KN;Kumbotso;KBT;4;188;11.904526215600193;8.471510403644558;Karkasara;Gbajumo Close;Home;766;Kano;KN;Kumbotso;KBT;4;188;11.904526215600193;8.471510403644558;Karkasara;Gbajumo Close;Home;;SUO-KN-KBT-1
11;2015-06-11;1;8;2015-06-08;57;122;5;;87;396;Osabuhien;Ofere;male;police officer;24;1990-07-31;married (and not separated);0708-5045025;mobile;;;o.ofere@sormas.ng;86;735;Kano;KN;Albasu;ABS;1;86;11.61638211136801;9.037120310144337;Unguwar Kuka;Agbonlahor Str;Home;611;Chicobe;Adebowale;female;woodworking operator (wood machinist);30;1984-10-26;single (not living common law);0803-9261819;mobile;;;c.adebowale@sormas-n.ng;167;735;Kano;KN;Albasu;ABS;1;167;11.662852590617636;9.041364664579532;Daho;Jeff Udeoha Street;Home;735;Kano;KN;Albasu;ABS;1;87;11.617620704498538;9.176953550090687;Hausawa Hadi;Adun Close;Hospital;Yawurma Health Post;SUO-KN-ABS-1
11;2015-06-11;1;8;2015-06-08;592;654;2;had direct physical contact with the body of the case (alive or dead);831;298;Ololade Ogunbanwo;Nzekwu;female;travel agency clerk;23;1991-06-26;divorced (not living common law);064-2049230;landline;;;ololade ogunbanwo.nzekwu@snft.com;815;268;Kano;KN;Gwarzo;GRZ;3;15;11.87611006789891;7.983212716923087;Buremawa Waje;Alli Olanipekun Street;Home;151;Olori;Iworima;female;judge;60;1954-06-11;divorced (not living common law);+234-64-4907622;landline;;;o.iworima@ebokon.ng;1119;268;Kano;KN;Gwarzo;GRZ;3;319;11.918955483759097;8.07107619078884;Kayu;Obiagu Ituku Street;Home;268;Kano;KN;Gwarzo;GRZ;3;31;11.974884944622534;7.99236329547671;Kayu;Fatai Atere Way;Hospital;Makamauta Primary Health Centre;COO-KN-GRZ-1
11;2015-06-11;1;8;2015-06-08;772;773;3;touched or shared the linens, clothes, or dishes of the case;1074;697;Godwin;Edoheart;male;nurse;50;1964-06-29;separated (not living common law);+234-64-2598809;landline;064-147738;landline;godwin.edoheart@sormas.ng;1074;268;Kano;KN;Gwarzo;GRZ;3;274;11.832169096485426;8.007531280433389;Rafawa;Remi Oluwude Street;Home;390;Ugoh;Egwuekwe;male;biochemist;18;1997-08-05;single (not living common law);0809-1700113;mobile;;;ugoh.egwuekwe@snft.ng;818;268;Kano;KN;Gwarzo;GRZ;3;18;11.92628824672771;7.987730036736759;Ungwan Maguzawa;Soji Salau Street;Home;268;Kano;KN;Gwarzo;GRZ;3;274;11.832169096485426;8.007531280433389;Rafawa;Remi Oluwude Street;Home;;COO-KN-GRZ-1
11;2015-06-11;1;8;2015-06-08;1766;1822;5;;2446;684;Boumi;Ekpotu;female;burial service;37;1977-09-15;separated (not living common law);064-9206325;landline;064-2895525;landline;boumi.ekpotu@sormas.ng;2446;331;Kano;KN;Tarauni;TRN;7;46;11.954163256440665;8.558622723281351;Walawai;Hospital Road Link Road;Home;305;Olubowale;Elumelu;male;food industry technologist;33;1981-07-28;single (not living common law);064-1366852;landline;;;olubowale.elumelu@snft.org;2527;331;Kano;KN;Tarauni;TRN;7;127;11.977737312640507;8.55403096709663;Unguwar Tijjani Maibu;Bishop Street;Home;331;Kano;KN;Tarauni;TRN;7;46;11.954163256440665;8.558622723281351;Walawai;Hospital Road Link Road;Home;;COO-KN-TRN-1
11;2015-06-11;1;8;2015-06-08;2188;2302;3;touched or shared the linens, clothes, or dishes of the case;3157;72;Esohe Uzamere;Yaji;female;student;21;1993-06-30;single (not living common law);0809-4275318;mobile;;;esohe uzamere.yaji@ebokon.org;3078;760;Kano;KN;Ungogo;UGG;8;278;12.057286712445318;8.50523836357108;Sabon Birni;Seminary School Road;Home;18;Affiong;Aminu;male;school pupil;16;1999-04-19;single (not living common law);+234-813-2936725;mobile;+234-801-7529895;mobile;a.aminu@sormas-n.org;3224;621;Oyo;OY;Ibadan North East;AGG;9;24;7.360449170904275;3.934925528667641;Omiyale;T R E M;Home;760;Kano;KN;Ungogo;UGG;8;357;12.074553084866945;8.525071898753222;Tudun Wazurchi;Onuorie Street;Home;;SUO-KN-UGG-1
11;2015-06-11;2;9;2015-06-09;146;147;4;slept, ate, or spent time in the same household or room as the case;197;364;Nyasha;Yakubu;female;apprentice;16;1999-01-15;single (not living common law);0706-4488248;mobile;;;nyasha.yakubu@sormas.ng;197;735;Kano;KN;Albasu;ABS;1;197;11.632250092716482;9.201617648471622;Sarina;Ogiegban Street;Home;405;Oluwamayowa;Yaradua;male;police officer;31;1983-07-15;widowed (not living common law);0813-9426674;mobile;;;oluwamayowa.yaradua@ebokon.org;394;735;Kano;KN;Albasu;ABS;1;394;11.625497285399629;9.209200226849292;Daho;Igwe J O Mama Drive;Home;735;Kano;KN;Albasu;ABS;1;197;11.632250092716482;9.201617648471622;Sarina;Ogiegban Street;Home;;SUO-KN-ABS-1
11;2015-06-11;2;9;2015-06-09;898;842;5;;1009;209;Olubowale;Ekoku;male;electrical equipment inspector;39;1975-08-17;widowed (not living common law);0703-6813755;mobile;064-9041771;landline;olubowale.ekoku@sormas.org;1223;766;Kano;KN;Kumbotso;KBT;4;23;11.938116262281905;8.53237720350993;Yan Kusa;EGUAGIE STREET;Home;602;Adaze;Iheruome;male;laundry worker (dry cleaning worker);57;1958-01-31;married (and not separated);0813-7280857;mobile;+234-813-1638102;mobile;a.iheruome@ebokon.org;1170;268;Kano;KN;Gwarzo;GRZ;3;370;11.992591343542552;7.923339952163307;Yadau;Isieke Street;Home;268;Kano;KN;Gwarzo;GRZ;3;209;11.962857436156565;8.017318257307316;Lahadin Kara;Johnny Nwachukwu Street;Home;;SUO-KN-GRZ-1
11;2015-06-11;2;9;2015-06-09;2502;2287;2;had direct physical contact with the body of the case (alive or dead);3454;64;Ogbu;Ezeh;male;chipboard or fibreboard production operative;53;1962-02-04;widowed (not living common law);+234-38-8753042;landline;0818-2952439;mobile;ogbu.ezeh@snft.org;3532;621;Oyo;OY;Ibadan North East;AGG;9;332;7.361146455498011;3.939237565780035;Madeko;Federal Road F.126 Zungeru - Izom;Home;68;Ekom;Deniran;female;burial service;27;1987-08-27;married (and not separated);038-3872202;landline;;;ekom.deniran@sormas.ng;3216;621;Oyo;OY;Ibadan North East;AGG;9;16;7.385308569981676;3.936648154199485;Omiyale;Salami Street;Home;621;Oyo;OY;Ibadan North East;AGG;9;254;7.340180867134551;3.938403198987051;Akamo;Saefadu Close;Home;;COO-OY-AGG-1
